user_id,last_order,frequency,monetary,recency,r_score,f_score,m_score,rfm_segment
U010603,2025-11-01,2,1350.94,60,3,2,2,Potential Loyalists
U010604,2025-11-04,9,4645.78,57,3,5,4,Loyal
U010605,2025-12-18,8,5865.56,13,5,5,5,Champions
U010606,2025-07-17,1,713.75,167,1,1,1,Hibernating
U010607,2025-07-27,3,1176.24,157,1,2,1,Hibernating
U010608,2025-09-09,5,2996.6,113,2,4,3,Loyal
U010609,2025-10-07,2,1087.83,85,2,2,1,Hibernating
U010610,2025-12-05,3,1288.37,26,4,2,2,New & Promising
U010611,2025-02-13,1,406.23,321,1,1,1,Hibernating
U010612,2025-11-10,2,1254.77,51,3,2,2,Potential Loyalists
U010613,2025-01-27,2,1017.6700000000001,338,1,2,1,Hibernating
U010614,2025-12-28,6,3066.09,3,5,4,3,Champions
U010615,2025-10-15,10,5915.6900000000005,77,2,5,5,Loyal
U010616,2025-12-07,3,882.8599999999999,24,4,2,1,New & Promising
U010617,2025-12-29,6,3033.93,2,5,4,3,Champions
U010618,2025-11-14,7,3857.9799999999996,47,3,5,4,Loyal
U010619,2025-09-14,7,2505.89,108,2,5,3,Loyal
U010620,2025-08-24,3,1689.0500000000002,129,1,2,2,Hibernating
U010621,2025-03-25,2,1557.02,281,1,2,2,Hibernating
U010622,2025-12-19,7,4591.1,12,5,5,4,Champions
U010623,2025-08-15,1,1421.22,138,1,1,2,Hibernating
U010624,2025-09-27,3,1572.9499999999998,95,2,2,2,Hibernating
U010625,2025-12-07,7,4863.51,24,4,5,5,Champions
U010626,2025-11-11,8,5040.76,50,3,5,5,Loyal
U010627,2025-11-27,6,3362.93,34,4,4,4,Champions
U010628,2025-12-09,5,2675.24,22,4,4,3,Champions
U010629,2025-10-27,2,918.3,65,3,2,1,Potential Loyalists
U010630,2025-11-01,7,3737.23,60,3,5,4,Loyal
U010631,2025-11-10,4,2071.04,51,3,3,2,Potential Loyalists
U010632,2025-08-21,2,1025.58,132,1,2,1,Hibernating
U010633,2025-10-03,8,5452.38,89,2,5,5,Loyal
U010634,2025-05-15,1,109.71,230,1,1,1,Hibernating
U010635,2025-10-30,2,2508.44,62,3,2,3,Potential Loyalists
U010636,2025-12-12,17,13056.08,19,4,5,5,Champions
U010637,2025-11-23,6,4383.9400000000005,38,3,4,4,Loyal
U010638,2025-12-10,7,5186.200000000001,21,4,5,5,Champions
U010639,2025-08-05,1,779.82,148,1,1,1,Hibernating
U010640,2025-10-15,7,2960.53,77,2,5,3,Loyal
U010641,2025-11-12,12,7825.23,49,3,5,5,Loyal
U010642,2025-12-21,8,5444.74,10,5,5,5,Champions
U010643,2025-09-14,3,2359.08,108,2,2,3,Hibernating
U010644,2025-11-11,6,5056.120000000001,50,3,4,5,Loyal
U010645,2025-05-04,3,2231.92,241,1,2,3,Hibernating
U010646,2025-11-12,3,1327.07,49,3,2,2,Potential Loyalists
U010647,2025-11-08,9,4666.44,53,3,5,4,Loyal
U010648,2025-12-12,11,8008.13,19,4,5,5,Champions
U010650,2025-12-26,5,5133.02,5,5,4,5,Champions
U010651,2025-12-01,4,1647.47,30,4,3,2,Potential Loyalists
U010652,2025-11-22,6,3591.35,39,3,4,4,Loyal
U010653,2025-12-13,3,1594.9,18,4,2,2,New & Promising
U010654,2025-10-11,4,2637.66,81,2,3,3,At Risk
U010655,2025-09-17,4,2581.21,105,2,3,3,At Risk
U010656,2025-11-28,6,3876.91,33,4,4,4,Champions
U010657,2025-11-10,4,934.55,51,3,3,1,Potential Loyalists
U010658,2025-11-11,4,3091.3900000000003,50,3,3,3,Potential Loyalists
U010659,2025-05-16,2,1147.45,229,1,2,1,Hibernating
U010660,2025-04-10,1,218.89,265,1,1,1,Hibernating
U010661,2025-12-27,7,5735.41,4,5,5,5,Champions
U010662,2025-11-04,5,1344.92,57,3,4,2,Loyal
U010663,2025-12-12,7,2586.92,19,4,5,3,Champions
U010664,2025-12-12,1,744.16,19,4,1,1,New & Promising
U010665,2025-12-12,5,2343.1800000000003,19,4,4,3,Champions
U010666,2025-10-18,2,602.62,74,2,2,1,Hibernating
U010667,2025-11-03,1,821.62,58,3,1,1,Potential Loyalists
U010668,2025-12-11,10,5119.08,20,4,5,5,Champions
U010669,2025-08-21,5,3489.7400000000002,132,1,4,4,Loyal
U010670,2025-12-15,4,2175.41,16,5,3,3,Potential Loyalists
U010671,2025-10-18,7,3338.37,74,2,5,4,Loyal
U010672,2025-09-02,3,1476.6799999999998,120,2,2,2,Hibernating
U010673,2025-12-28,3,1795.13,3,5,2,2,New & Promising
U010674,2025-12-20,9,4919.17,11,5,5,5,Champions
U010675,2025-12-11,8,4013.02,20,4,5,4,Champions
U010676,2025-07-15,4,2159.31,169,1,3,3,At Risk
U010677,2025-11-21,2,841.33,40,3,2,1,Potential Loyalists
U010678,2025-07-03,2,2748.1400000000003,181,1,2,3,Hibernating
U010679,2025-06-25,1,337.13,189,1,1,1,Hibernating
U010680,2025-12-22,1,2388.92,9,5,1,3,New & Promising
U010681,2025-12-15,6,2265.38,16,5,4,3,Champions
U010682,2025-12-14,5,2715.04,17,5,4,3,Champions
U010683,2025-09-16,2,1123.74,106,2,2,1,Hibernating
U010684,2025-01-12,1,383.63,353,1,1,1,Hibernating
U010685,2025-11-24,5,3124.74,37,3,4,3,Loyal
U010686,2025-05-08,1,145.4,237,1,1,1,Hibernating
U010688,2025-12-27,8,6341.61,4,5,5,5,Champions
U010689,2025-12-21,4,3336.31,10,5,3,4,Potential Loyalists
U010690,2025-12-23,4,1528.4299999999998,8,5,3,2,Potential Loyalists
U010691,2025-11-12,4,1745.32,49,3,3,2,Potential Loyalists
U010692,2025-06-27,4,2004.22,187,1,3,2,At Risk
U010693,2025-04-28,3,2816.37,247,1,2,3,Hibernating
U010694,2025-11-12,4,2920.47,49,3,3,3,Potential Loyalists
U010695,2025-11-24,9,4971.92,37,3,5,5,Loyal
U010696,2025-12-04,6,3526.7799999999997,27,4,4,4,Champions
U010697,2025-06-10,1,774.91,204,1,1,1,Hibernating
U010698,2025-12-12,6,4637.030000000001,19,4,4,4,Champions
U010699,2025-05-04,4,5307.17,241,1,3,5,At Risk
U010700,2025-08-13,3,3325.06,140,1,2,4,Hibernating
U010701,2025-11-14,1,623.89,47,3,1,1,Potential Loyalists
U010702,2025-11-03,3,1176.09,58,3,2,1,Potential Loyalists
U010703,2025-12-23,5,4831.96,8,5,4,5,Champions
U010704,2025-11-15,6,3242.27,46,3,4,4,Loyal
U010705,2025-12-25,10,5216.63,6,5,5,5,Champions
U010706,2025-11-27,7,4764.45,34,4,5,5,Champions
U010707,2025-11-09,5,3038.0,52,3,4,3,Loyal
U010708,2025-06-18,1,656.36,196,1,1,1,Hibernating
U010709,2025-10-11,9,4842.43,81,2,5,5,Loyal
U010710,2025-05-25,2,481.98,220,1,2,1,Hibernating
U010711,2025-08-15,3,3449.75,138,1,2,4,Hibernating
U010712,2025-10-16,5,3214.9,76,2,4,4,Loyal
U010713,2025-09-22,6,4444.87,100,2,4,4,Loyal
U010714,2025-10-24,7,6149.0599999999995,68,2,5,5,Loyal
U010715,2025-12-13,8,4578.77,18,4,5,4,Champions
U010716,2025-05-20,1,585.18,225,1,1,1,Hibernating
U010717,2025-11-25,11,7190.4,36,4,5,5,Champions
U010718,2025-12-11,3,1615.48,20,4,2,2,New & Promising
U010719,2025-07-10,2,1626.12,174,1,2,2,Hibernating
U010720,2025-12-18,7,5211.52,13,5,5,5,Champions
U010721,2025-12-16,11,8725.79,15,5,5,5,Champions
U010722,2025-11-08,8,5842.72,53,3,5,5,Loyal
U010723,2025-12-22,7,5748.16,9,5,5,5,Champions
U010724,2025-10-28,2,945.26,64,3,2,1,Potential Loyalists
U010725,2025-07-26,2,2481.76,158,1,2,3,Hibernating
U010726,2025-12-03,4,1969.4,28,4,3,2,Potential Loyalists
U010727,2025-12-02,2,1598.97,29,4,2,2,New & Promising
U010728,2025-12-02,14,11760.42,29,4,5,5,Champions
U010729,2025-11-20,11,5181.6900000000005,41,3,5,5,Loyal
U010730,2025-07-04,3,1712.23,180,1,2,2,Hibernating
U010731,2025-11-04,2,2011.02,57,3,2,2,Potential Loyalists
U010732,2025-11-29,8,4112.7699999999995,32,4,5,4,Champions
U010733,2025-12-04,5,2098.13,27,4,4,2,Champions
U010734,2025-12-21,12,9372.65,10,5,5,5,Champions
U010735,2025-11-20,2,1187.96,41,3,2,1,Potential Loyalists
U010736,2025-11-19,7,3280.59,42,3,5,4,Loyal
U010737,2025-05-20,4,3577.93,225,1,3,4,At Risk
U010740,2025-11-09,6,3535.5299999999997,52,3,4,4,Loyal
U010741,2025-12-02,2,592.98,29,4,2,1,New & Promising
U010742,2025-11-26,7,5076.64,35,4,5,5,Champions
U010743,2025-07-10,1,528.76,174,1,1,1,Hibernating
U010744,2025-11-11,6,3045.23,50,3,4,3,Loyal
U010745,2025-11-07,2,1620.6599999999999,54,3,2,2,Potential Loyalists
U010746,2025-12-28,7,3707.96,3,5,5,4,Champions
U010747,2025-12-11,11,5818.14,20,4,5,5,Champions
U010748,2025-10-04,3,2345.59,88,2,2,3,Hibernating
U010749,2025-11-30,11,7528.49,31,4,5,5,Champions
U010750,2025-05-30,3,1762.0900000000001,215,1,2,2,Hibernating
U010751,2025-05-16,4,2904.4700000000003,229,1,3,3,At Risk
U010752,2025-07-10,2,1163.31,174,1,2,1,Hibernating
U010753,2025-12-27,3,1861.04,4,5,2,2,New & Promising
U010754,2025-09-13,6,2522.48,109,2,4,3,Loyal
U010755,2025-10-07,5,2541.94,85,2,4,3,Loyal
U010756,2025-11-21,5,1822.3,40,3,4,2,Loyal
U010757,2025-11-25,5,4537.62,36,4,4,4,Champions
U010758,2025-10-19,4,2346.2,73,2,3,3,At Risk
U010759,2025-12-06,3,920.77,25,4,2,1,New & Promising
U010760,2025-12-09,13,7404.52,22,4,5,5,Champions
U010761,2025-10-27,5,3019.97,65,3,4,3,Loyal
U010762,2025-07-10,4,2292.38,174,1,3,3,At Risk
U010763,2025-11-01,3,1933.6599999999999,60,3,2,2,Potential Loyalists
U010764,2025-11-15,11,6779.01,46,3,5,5,Loyal
U010765,2025-10-16,4,2909.54,76,2,3,3,At Risk
U010766,2025-02-15,1,494.76,319,1,1,1,Hibernating
U010767,2025-09-12,2,877.3699999999999,110,2,2,1,Hibernating
U010768,2025-12-30,15,6620.0599999999995,1,5,5,5,Champions
U010769,2025-06-22,2,839.4100000000001,192,1,2,1,Hibernating
U010770,2025-12-19,6,5133.43,12,5,4,5,Champions
U010771,2025-09-10,7,5894.7,112,2,5,5,Loyal
U010772,2025-11-25,3,941.2,36,4,2,1,New & Promising
U010773,2025-11-17,3,1008.6700000000001,44,3,2,1,Potential Loyalists
U010774,2025-10-22,11,9457.689999999999,70,2,5,5,Loyal
U010775,2025-11-13,3,1503.05,48,3,2,2,Potential Loyalists
U010776,2025-12-28,4,3003.19,3,5,3,3,Potential Loyalists
U010777,2025-11-27,5,3577.45,34,4,4,4,Champions
U010778,2025-12-07,4,3269.73,24,4,3,4,Potential Loyalists
U010779,2025-10-13,2,690.89,79,2,2,1,Hibernating
U010780,2025-08-10,1,900.65,143,1,1,1,Hibernating
U010781,2025-06-15,1,1609.58,199,1,1,2,Hibernating
U010782,2025-11-01,5,2448.19,60,3,4,3,Loyal
U010784,2025-12-19,6,2582.56,12,5,4,3,Champions
U010785,2025-11-15,6,2506.08,46,3,4,3,Loyal
U010786,2025-08-27,5,2324.54,126,2,4,3,Loyal
U010787,2025-12-19,2,1049.32,12,5,2,1,New & Promising
U010788,2025-12-27,8,6558.34,4,5,5,5,Champions
U010789,2025-09-27,2,782.28,95,2,2,1,Hibernating
U010790,2025-10-05,1,279.52,87,2,1,1,Hibernating
U010791,2025-12-08,2,1670.7,23,4,2,2,New & Promising
U010792,2025-12-20,7,5305.25,11,5,5,5,Champions
U010793,2025-09-14,3,1839.19,108,2,2,2,Hibernating
U010794,2025-02-21,1,742.5,313,1,1,1,Hibernating
U010795,2025-12-01,7,3992.4900000000002,30,4,5,4,Champions
U010796,2025-03-21,1,516.81,285,1,1,1,Hibernating
U010797,2025-12-14,12,10670.95,17,5,5,5,Champions
U010798,2025-12-02,3,817.6700000000001,29,4,2,1,New & Promising
U010799,2025-10-06,6,2492.53,86,2,4,3,Loyal
U010800,2025-09-03,3,1567.67,119,2,2,2,Hibernating
U010801,2025-12-12,4,4774.23,19,4,3,5,Potential Loyalists
U010802,2025-11-22,4,3068.17,39,3,3,3,Potential Loyalists
U010803,2025-12-11,7,4412.43,20,4,5,4,Champions
U010804,2025-12-20,5,2787.8399999999997,11,5,4,3,Champions
U010805,2025-06-26,2,841.99,188,1,2,1,Hibernating
U010806,2025-07-24,1,427.02,160,1,1,1,Hibernating
U010807,2025-09-03,4,3629.47,119,2,3,4,At Risk
U010808,2025-09-23,5,4250.98,99,2,4,4,Loyal
U010809,2025-11-11,8,5591.76,50,3,5,5,Loyal
U010810,2025-09-05,5,3429.3,117,2,4,4,Loyal
U010811,2025-10-09,5,3552.52,83,2,4,4,Loyal
U010812,2025-12-25,6,2021.3100000000002,6,5,4,2,Champions
U010813,2025-09-21,9,6456.88,101,2,5,5,Loyal
U010814,2025-04-03,1,703.88,272,1,1,1,Hibernating
U010815,2025-09-04,1,421.16,118,2,1,1,Hibernating
U010816,2025-12-04,7,7180.63,27,4,5,5,Champions
U010817,2025-11-08,2,761.3199999999999,53,3,2,1,Potential Loyalists
U010818,2025-12-23,4,3716.8199999999997,8,5,3,4,Potential Loyalists
U010819,2025-11-11,3,1274.68,50,3,2,2,Potential Loyalists
U010820,2025-12-12,1,193.71,19,4,1,1,New & Promising
U010821,2025-12-18,5,3048.45,13,5,4,3,Champions
U010822,2025-03-20,1,424.3,286,1,1,1,Hibernating
U010823,2025-10-03,4,1877.49,89,2,3,2,At Risk
U010824,2025-07-28,4,2398.1,156,1,3,3,At Risk
U010825,2025-11-24,6,5426.38,37,3,4,5,Loyal
U010826,2025-08-28,1,546.06,125,2,1,1,Hibernating
U010827,2025-11-05,6,4392.63,56,3,4,4,Loyal
U010828,2025-12-15,2,1612.77,16,5,2,2,New & Promising
U010830,2025-12-21,7,2547.62,10,5,5,3,Champions
U010831,2025-10-18,6,3265.7700000000004,74,2,4,4,Loyal
U010832,2025-06-10,3,2121.42,204,1,2,3,Hibernating
U010833,2025-12-13,6,2600.02,18,4,4,3,Champions
U010834,2025-12-23,7,4855.25,8,5,5,5,Champions
U010835,2025-05-14,1,352.85,231,1,1,1,Hibernating
U010836,2025-11-02,6,4224.06,59,3,4,4,Loyal
U010837,2025-11-23,10,4629.5599999999995,38,3,5,4,Loyal
U010838,2025-12-26,1,434.0,5,5,1,1,New & Promising
U010839,2025-12-19,5,3562.61,12,5,4,4,Champions
U010840,2025-07-29,4,1713.43,155,1,3,2,At Risk
U010841,2025-11-28,6,5511.65,33,4,4,5,Champions
U010842,2025-12-24,2,687.9,7,5,2,1,New & Promising
U010843,2025-12-22,6,6957.610000000001,9,5,4,5,Champions
U010844,2025-09-29,3,1117.0700000000002,93,2,2,1,Hibernating
U010845,2025-11-02,2,1058.37,59,3,2,1,Potential Loyalists
U010846,2025-06-19,2,675.28,195,1,2,1,Hibernating
U010847,2025-09-20,5,2002.31,102,2,4,2,Loyal
U010848,2025-10-12,4,2155.86,80,2,3,3,At Risk
U010849,2025-08-09,2,867.2,144,1,2,1,Hibernating
U010850,2025-11-08,5,3377.03,53,3,4,4,Loyal
U010851,2025-03-30,1,220.71,276,1,1,1,Hibernating
U010852,2025-12-14,5,6254.59,17,5,4,5,Champions
U010853,2025-11-08,1,357.62,53,3,1,1,Potential Loyalists
U010854,2025-12-11,8,4222.67,20,4,5,4,Champions
U010855,2025-09-28,5,2335.83,94,2,4,3,Loyal
U010856,2025-12-04,11,4843.72,27,4,5,5,Champions
U010857,2025-06-14,2,2348.46,200,1,2,3,Hibernating
U010858,2025-10-31,10,7389.18,61,3,5,5,Loyal
U010859,2025-07-17,1,292.0,167,1,1,1,Hibernating
U010860,2025-09-20,3,775.71,102,2,2,1,Hibernating
U010861,2025-08-09,1,300.38,144,1,1,1,Hibernating
U010863,2025-10-31,4,3694.49,61,3,3,4,Potential Loyalists
U010864,2025-06-08,1,366.63,206,1,1,1,Hibernating
U010865,2025-10-06,15,11440.68,86,2,5,5,Loyal
U010866,2025-11-29,2,1151.54,32,4,2,1,New & Promising
U010867,2025-09-30,2,1841.3600000000001,92,2,2,2,Hibernating
U010868,2025-06-10,2,2425.02,204,1,2,3,Hibernating
U010869,2025-12-31,15,7237.38,0,5,5,5,Champions
U010870,2025-12-09,3,2222.79,22,4,2,3,New & Promising
U010871,2025-10-29,3,1532.4,63,3,2,2,Potential Loyalists
U010872,2025-11-11,2,1468.5600000000002,50,3,2,2,Potential Loyalists
U010873,2025-11-17,11,6153.04,44,3,5,5,Loyal
U010874,2025-08-21,2,1479.92,132,1,2,2,Hibernating
U010875,2025-11-30,7,4145.83,31,4,5,4,Champions
U010876,2025-11-17,2,1062.0,44,3,2,1,Potential Loyalists
U010877,2025-07-09,4,1362.97,175,1,3,2,At Risk
U010878,2025-12-08,10,3840.71,23,4,5,4,Champions
U010879,2025-10-19,13,8926.99,73,2,5,5,Loyal
U010881,2025-10-31,11,13582.41,61,3,5,5,Loyal
U010882,2025-12-02,6,3553.75,29,4,4,4,Champions
U010883,2025-12-27,13,10270.02,4,5,5,5,Champions
U010884,2025-04-09,1,195.4,266,1,1,1,Hibernating
U010885,2025-10-18,4,5551.4,74,2,3,5,At Risk
U010886,2025-12-30,2,1526.75,1,5,2,2,New & Promising
U010887,2025-11-12,5,3380.63,49,3,4,4,Loyal
U010888,2025-10-30,5,2465.0,62,3,4,3,Loyal
U010889,2025-07-26,2,1428.59,158,1,2,2,Hibernating
U010890,2025-09-29,7,3525.63,93,2,5,4,Loyal
U010891,2025-12-14,2,998.3700000000001,17,5,2,1,New & Promising
U010892,2025-05-02,3,3728.71,243,1,2,4,Hibernating
U010894,2025-12-06,11,6963.88,25,4,5,5,Champions
U010895,2025-11-15,5,2193.54,46,3,4,3,Loyal
U010896,2025-09-09,6,5226.29,113,2,4,5,Loyal
U010897,2025-07-31,4,1572.08,153,1,3,2,At Risk
U010898,2025-05-19,1,272.0,226,1,1,1,Hibernating
U010899,2025-12-30,7,4059.95,1,5,5,4,Champions
U010900,2025-12-30,9,4282.43,1,5,5,4,Champions
U010901,2025-10-23,7,5026.27,69,2,5,5,Loyal
U010902,2025-10-15,5,2658.29,77,2,4,3,Loyal
U010903,2025-10-14,3,1412.03,78,2,2,2,Hibernating
U010904,2025-12-24,3,1084.98,7,5,2,1,New & Promising
U010905,2025-10-03,9,4982.25,89,2,5,5,Loyal
U010906,2025-12-28,4,1412.27,3,5,3,2,Potential Loyalists
U010907,2025-08-30,3,903.61,123,2,2,1,Hibernating
U010909,2025-12-30,9,7612.59,1,5,5,5,Champions
U010910,2025-07-07,2,2501.91,177,1,2,3,Hibernating
U010911,2025-11-19,8,2886.98,42,3,5,3,Loyal
U010912,2025-10-01,2,807.9000000000001,91,2,2,1,Hibernating
U010913,2025-10-11,2,2137.39,81,2,2,3,Hibernating
U010914,2025-09-26,2,839.98,96,2,2,1,Hibernating
U010915,2025-05-30,2,1363.6,215,1,2,2,Hibernating
U010917,2025-05-20,1,873.89,225,1,1,1,Hibernating
U010918,2025-10-30,7,7000.7,62,3,5,5,Loyal
U010920,2025-12-21,1,640.26,10,5,1,1,New & Promising
U010921,2025-12-19,10,6481.88,12,5,5,5,Champions
U010922,2025-10-10,5,2018.1200000000001,82,2,4,2,Loyal
U010923,2025-07-30,7,3051.3199999999997,154,1,5,3,Loyal
U010924,2025-12-15,4,1585.81,16,5,3,2,Potential Loyalists
U010925,2025-12-25,10,6235.74,6,5,5,5,Champions
U010926,2025-09-29,7,3885.51,93,2,5,4,Loyal
U010927,2025-12-17,8,3433.8599999999997,14,5,5,4,Champions
U010928,2025-12-19,9,5230.69,12,5,5,5,Champions
U010929,2025-12-02,4,4791.99,29,4,3,5,Potential Loyalists
U010930,2025-09-29,4,1739.9299999999998,93,2,3,2,At Risk
U010931,2025-12-02,5,3258.83,29,4,4,4,Champions
U010932,2025-10-16,1,631.12,76,2,1,1,Hibernating
U010933,2025-11-06,13,8759.25,55,3,5,5,Loyal
U010934,2025-08-23,6,4706.3,130,1,4,4,Loyal
U010935,2025-06-20,7,3781.67,194,1,5,4,Loyal
U010936,2025-12-15,3,641.73,16,5,2,1,New & Promising
U010937,2025-12-10,4,2469.9300000000003,21,4,3,3,Potential Loyalists
U010938,2025-10-18,1,1104.71,74,2,1,1,Hibernating
U010939,2025-09-14,4,3139.9300000000003,108,2,3,3,At Risk
U010940,2025-12-26,4,2963.8599999999997,5,5,3,3,Potential Loyalists
U010941,2025-05-04,2,951.12,241,1,2,1,Hibernating
U010942,2025-12-13,3,2466.43,18,4,2,3,New & Promising
U010943,2025-11-10,4,4755.21,51,3,3,5,Potential Loyalists
U010944,2025-11-29,8,4154.72,32,4,5,4,Champions
U010945,2025-09-29,3,2983.05,93,2,2,3,Hibernating
U010946,2025-09-07,8,3283.83,115,2,5,4,Loyal
U010947,2025-12-11,3,1607.77,20,4,2,2,New & Promising
U010948,2025-09-29,2,2236.26,93,2,2,3,Hibernating
U010949,2025-07-26,1,670.29,158,1,1,1,Hibernating
U010950,2025-07-03,6,4438.93,181,1,4,4,Loyal
U010951,2025-07-19,3,1235.56,165,1,2,2,Hibernating
U010952,2025-12-23,10,6602.46,8,5,5,5,Champions
U010953,2025-08-25,3,1232.65,128,1,2,2,Hibernating
U010955,2025-02-16,1,222.36,318,1,1,1,Hibernating
U010956,2025-12-15,5,3510.27,16,5,4,4,Champions
U010958,2025-12-28,5,2889.33,3,5,4,3,Champions
U010959,2025-12-17,2,821.3199999999999,14,5,2,1,New & Promising
U010960,2025-11-27,3,1776.5,34,4,2,2,New & Promising
U010961,2025-11-18,4,4158.07,43,3,3,4,Potential Loyalists
U010962,2025-07-05,4,952.36,179,1,3,1,At Risk
U010963,2025-12-25,7,5306.29,6,5,5,5,Champions
U010964,2025-11-13,2,1770.35,48,3,2,2,Potential Loyalists
U010965,2025-11-01,2,1231.27,60,3,2,2,Potential Loyalists
U010966,2025-10-07,4,2451.03,85,2,3,3,At Risk
U010967,2025-08-12,1,498.43,141,1,1,1,Hibernating
U010968,2025-10-09,11,5546.68,83,2,5,5,Loyal
U010969,2025-11-23,5,2425.09,38,3,4,3,Loyal
U010970,2025-06-03,1,217.14,211,1,1,1,Hibernating
U010971,2025-09-08,2,1409.77,114,2,2,2,Hibernating
U010972,2025-12-16,2,616.1800000000001,15,5,2,1,New & Promising
U010973,2025-12-07,8,3799.48,24,4,5,4,Champions
U010975,2025-10-17,2,1437.0300000000002,75,2,2,2,Hibernating
U010976,2025-10-28,8,4245.17,64,3,5,4,Loyal
U010977,2025-10-31,4,2988.04,61,3,3,3,Potential Loyalists
U010978,2025-10-10,4,5266.91,82,2,3,5,At Risk
U010980,2025-10-07,3,1539.8,85,2,2,2,Hibernating
U010981,2025-11-03,8,6015.99,58,3,5,5,Loyal
U010982,2025-12-19,9,3843.0,12,5,5,4,Champions
U010983,2025-10-09,3,2483.95,83,2,2,3,Hibernating
U010984,2025-05-25,3,1476.84,220,1,2,2,Hibernating
U010985,2025-08-21,2,759.95,132,1,2,1,Hibernating
U010986,2025-12-17,5,1713.34,14,5,4,2,Champions
U010987,2025-10-09,6,3462.84,83,2,4,4,Loyal
U010988,2025-03-20,1,493.47,286,1,1,1,Hibernating
U010990,2025-10-18,5,2782.85,74,2,4,3,Loyal
U010991,2025-11-11,2,1300.1399999999999,50,3,2,2,Potential Loyalists
U010992,2025-10-12,5,4382.85,80,2,4,4,Loyal
U010993,2025-12-13,8,4560.41,18,4,5,4,Champions
U010995,2025-12-18,8,7867.360000000001,13,5,5,5,Champions
U010996,2025-10-01,3,1987.6599999999999,91,2,2,2,Hibernating
U010997,2025-09-25,8,7682.68,97,2,5,5,Loyal
U010998,2025-12-31,1,374.53,0,5,1,1,New & Promising
U010999,2025-12-13,9,4294.71,18,4,5,4,Champions
U011000,2025-11-29,4,3054.6299999999997,32,4,3,3,Potential Loyalists
U011001,2025-08-18,2,623.76,135,1,2,1,Hibernating
U011002,2025-12-13,5,2732.84,18,4,4,3,Champions
U011003,2025-11-09,9,6272.62,52,3,5,5,Loyal
U011004,2025-12-23,4,2255.66,8,5,3,3,Potential Loyalists
U011005,2025-12-29,10,5000.64,2,5,5,5,Champions
U011006,2025-12-20,3,2312.38,11,5,2,3,New & Promising
U011007,2025-12-28,10,8528.9,3,5,5,5,Champions
U011008,2025-11-09,6,2642.08,52,3,4,3,Loyal
U011009,2025-06-03,3,3702.66,211,1,2,4,Hibernating
U011010,2025-09-03,1,537.02,119,2,1,1,Hibernating
U011011,2025-07-13,2,1170.54,171,1,2,1,Hibernating
U011012,2025-12-05,14,8129.62,26,4,5,5,Champions
U011013,2025-11-10,7,3205.7,51,3,5,4,Loyal
U011014,2025-12-06,6,2152.52,25,4,4,3,Champions
U011015,2025-12-22,3,2765.68,9,5,2,3,New & Promising
U011016,2025-10-17,7,2797.67,75,2,5,3,Loyal
U011017,2025-11-07,4,4097.54,54,3,3,4,Potential Loyalists
U011018,2025-11-02,3,1914.65,59,3,2,2,Potential Loyalists
U011019,2025-10-18,6,3511.29,74,2,4,4,Loyal
U011020,2025-03-12,1,579.94,294,1,1,1,Hibernating
U011021,2025-11-18,9,7755.44,43,3,5,5,Loyal
U011022,2025-11-10,9,6473.07,51,3,5,5,Loyal
U011023,2025-07-10,3,2343.36,174,1,2,3,Hibernating
U011024,2025-11-10,9,4821.15,51,3,5,5,Loyal
U011025,2025-11-04,9,6077.4800000000005,57,3,5,5,Loyal
U011026,2025-11-11,12,7157.820000000001,50,3,5,5,Loyal
U011027,2025-10-14,5,2051.93,78,2,4,2,Loyal
U011029,2025-10-29,7,3552.63,63,3,5,4,Loyal
U011030,2025-11-19,6,1835.56,42,3,4,2,Loyal
U011031,2025-10-07,1,283.55,85,2,1,1,Hibernating
U011032,2025-12-02,3,1510.37,29,4,2,2,New & Promising
U011033,2025-10-26,7,4699.05,66,3,5,4,Loyal
U011034,2025-10-09,3,696.5,83,2,2,1,Hibernating
U011035,2025-11-07,3,1927.58,54,3,2,2,Potential Loyalists
U011036,2025-08-13,5,4283.86,140,1,4,4,Loyal
U011037,2025-12-09,5,4716.54,22,4,4,4,Champions
U011038,2025-06-15,7,3741.26,199,1,5,4,Loyal
U011039,2025-12-20,9,8349.369999999999,11,5,5,5,Champions
U011040,2025-11-10,13,9409.08,51,3,5,5,Loyal
U011041,2025-06-14,2,636.6400000000001,200,1,2,1,Hibernating
U011042,2025-12-02,3,1849.9,29,4,2,2,New & Promising
U011043,2025-12-12,3,1765.93,19,4,2,2,New & Promising
U011044,2025-10-26,5,5744.86,66,3,4,5,Loyal
U011045,2025-12-24,4,2136.19,7,5,3,3,Potential Loyalists
U011046,2025-09-24,6,4738.4,98,2,4,5,Loyal
U011047,2025-08-15,6,2139.1,138,1,4,3,Loyal
U011048,2025-09-21,6,2886.65,101,2,4,3,Loyal
U011050,2025-07-29,2,863.01,155,1,2,1,Hibernating
U011051,2025-12-29,3,1872.49,2,5,2,2,New & Promising
U011052,2025-04-04,5,3428.02,271,1,4,4,Loyal
U011053,2025-10-19,3,1780.6999999999998,73,2,2,2,Hibernating
U011054,2025-03-25,2,1444.35,281,1,2,2,Hibernating
U011055,2025-12-12,8,3602.3399999999997,19,4,5,4,Champions
U011057,2025-08-26,2,1423.6000000000001,127,2,2,2,Hibernating
U011058,2025-12-14,7,5302.05,17,5,5,5,Champions
U011059,2025-12-25,10,6359.17,6,5,5,5,Champions
