product_id,product_name,category,hot_score,opportunity_score,price,net_sales,units,cost,gross_profit,gross_margin
P00016,Skincare Essential 0016,Skincare,21.76,25.43,276,12397.64,48,7527.73,4869.91,0.39280943792528256
P00244,Skincare Essential 0244,Skincare,30.06,21.89,348,12395.23,38,7513.34,4881.889999999999,0.3938523125428088
P00192,Feminine Care Essential 0192,Feminine Care,44.04,50.96,203,12365.94,65,8779.77,3586.17,0.2900038331093309
P00206,Fashion Accessories Essential 0206,Fashion Accessories,33.13,34.77,517,12268.96,25,6191.34,6077.619999999999,0.4953655403554987
P00377,Feminine Care Essential 0377,Feminine Care,44.11,45.04,209,12234.37,63,8710.5,3523.870000000001,0.28803036037000684
P00591,Hair Care Essential 0591,Hair Care,40.97,51.93,219,12214.17,60,8136.02,4078.1499999999996,0.3338867888689939
P00112,Skincare Essential 0112,Skincare,23.81,18.95,375,12208.21,35,7483.969999999999,4724.24,0.38697237350930236
P00782,Makeup Essential 0782,Makeup,22.66,12.28,486,12125.210000000001,26,6514.11,5611.100000000001,0.462763119154225
P00051,Fashion Accessories Essential 0051,Fashion Accessories,35.78,44.15,460,12110.23,28,6152.4,5957.83,0.49196670913764645
P00520,Makeup Essential 0520,Makeup,44.44,28.17,230,12099.35,56,6661.65,5437.700000000001,0.44942083665651467
P00582,Skincare Essential 0582,Skincare,37.84,28.88,289,12067.28,45,7391.84,4675.4400000000005,0.38744770984016286
P00396,Makeup Essential 0396,Makeup,39.97,28.92,177,12027.57,73,6724.2699999999995,5303.3,0.44092863313204583
P00423,Skincare Essential 0423,Skincare,46.54,38.67,199,11960.23,65,7407.47,4552.759999999999,0.3806582314888593
P00567,Wellness Essential 0567,Wellness,23.85,43.8,446,11867.48,29,7084.95,4782.53,0.4029945700350875
P00682,Makeup Essential 0682,Makeup,28.47,22.66,198,11801.63,63,6498.64,5302.989999999999,0.449343861822477
P00002,Skincare Essential 0002,Skincare,38.07,33.11,294,11712.039999999999,43,7195.95,4516.089999999999,0.38559379920150544
P00374,Feminine Care Essential 0374,Feminine Care,39.97,46.6,254,11504.43,48,7990.28,3514.1500000000005,0.3054605921371159
P00291,Makeup Essential 0291,Makeup,45.52,31.36,171,11491.64,71,6367.69,5123.95,0.44588500858015045
P00335,Fashion Accessories Essential 0335,Fashion Accessories,29.72,41.48,435,11465.02,29,6030.63,5434.39,0.47399742870051687
P00458,Feminine Care Essential 0458,Feminine Care,45.64,47.17,213,11442.92,57,8032.18,3410.74,0.29806552872868114
P00699,Skincare Essential 0699,Skincare,21.2,17.74,347,11410.15,35,6941.99,4468.16,0.3915952025170572
P00309,Feminine Care Essential 0309,Feminine Care,46.82,44.24,289,11402.55,42,8001.83,3400.7199999999993,0.29824205989011227
P00579,Skincare Essential 0579,Skincare,43.81,30.41,367,11386.56,33,6900.87,4485.69,0.39394602057162126
P00503,Makeup Essential 0503,Makeup,46.7,34.71,170,11334.52,71,6317.93,5016.59,0.44259395192738643
P00167,Skincare Essential 0167,Skincare,38.99,22.81,316,11302.69,38,6860.3,4442.39,0.39303829442371685
P00687,Makeup Essential 0687,Makeup,22.63,16.84,414,11202.51,29,6235.2,4967.31,0.44341044997951357
P00219,Feminine Care Essential 0219,Feminine Care,33.05,36.59,285,11185.34,42,7818.4400000000005,3366.8999999999996,0.3010100721122469
P00029,Feminine Care Essential 0029,Feminine Care,56.93,54.36,163,11124.49,73,7825.37,3299.12,0.29656370763963114
P00078,Hair Care Essential 0078,Hair Care,29.62,44.13,455,11054.73,26,7333.12,3721.6099999999997,0.3366531792273533
P00441,Feminine Care Essential 0441,Feminine Care,42.98,45.48,192,10965.5,61,7789.22,3176.2799999999997,0.28966121015913543
P00461,Makeup Essential 0461,Makeup,25.27,13.14,313,10805.74,37,6012.25,4793.49,0.44360589834661945
P00063,Feminine Care Essential 0063,Feminine Care,37.75,45.97,281,10680.55,41,7598.5,3082.0499999999993,0.28856660003464235
P00163,Skincare Essential 0163,Skincare,30.04,26.31,237,10416.56,46,6200.11,4216.45,0.40478334498145263
P00492,Makeup Essential 0492,Makeup,24.9,18.24,347,10357.09,32,5788.15,4568.9400000000005,0.4411412858244932
P00522,Fashion Accessories Essential 0522,Fashion Accessories,29.12,40.7,454,10270.64,24,5238.74,5031.9,0.4899305203960026
P00544,Makeup Essential 0544,Makeup,27.51,23.8,252,10234.539999999999,44,5831.02,4403.519999999999,0.4302606663318526
P00194,Feminine Care Essential 0194,Feminine Care,50.69,55.98,141,10203.15,77,7210.23,2992.92,0.2933329412975405
P00150,Makeup Essential 0150,Makeup,52.92,39.18,149,10192.47,73,5638.79,4553.679999999999,0.4467690363572323
P00120,Makeup Essential 0120,Makeup,37.25,26.35,249,10149.3,44,5733.15,4416.15,0.4351186781354379
P00454,Feminine Care Essential 0454,Feminine Care,49.62,51.38,121,10108.6,89,7116.49,2992.1100000000006,0.2959964782462458
P00578,Feminine Care Essential 0578,Feminine Care,31.59,47.33,426,10089.48,26,7310.29,2779.1899999999996,0.27545423550073933
P00037,Makeup Essential 0037,Makeup,23.69,15.52,355,10058.06,30,5517.64,4540.419999999999,0.4514210493872575
P00770,Makeup Essential 0770,Makeup,31.53,20.29,292,10000.57,36,5481.57,4519.0,0.45187424316813946
P00354,Hair Care Essential 0354,Hair Care,34.19,46.42,309,9890.15,35,6733.11,3157.04,0.31921052764619345
P00622,Feminine Care Essential 0622,Feminine Care,42.47,46.98,184,9781.32,57,6919.7699999999995,2861.55,0.29255253892112726
P00340,Feminine Care Essential 0340,Feminine Care,27.2,37.62,240,9572.62,43,6796.54,2776.080000000001,0.2900021101850905
P00270,Makeup Essential 0270,Makeup,52.3,36.39,129,9532.18,79,5314.68,4217.5,0.44244863189742534
P00333,Makeup Essential 0333,Makeup,52.83,35.59,148,9530.76,69,5339.8,4190.96,0.43972988512983224
P00790,Makeup Essential 0790,Makeup,35.78,20.48,357,9410.24,28,5211.87,4198.37,0.4461490886523617
P00472,Makeup Essential 0472,Makeup,26.83,21.86,250,9361.73,40,5238.77,4122.959999999999,0.440405779700974
P00485,Feminine Care Essential 0485,Feminine Care,35.22,41.19,242,9287.01,41,6503.71,2783.3,0.2996981805769564
P00713,Makeup Essential 0713,Makeup,47.49,30.23,215,9216.47,46,5107.73,4108.74,0.4458040876821603
P00346,Makeup Essential 0346,Makeup,5.08,10.24,701,9031.32,14,5096.73,3934.59,0.4356605678904081
P00286,Feminine Care Essential 0286,Feminine Care,22.62,39.45,459,8956.9,21,6357.15,2599.75,0.2902510913374047
P00513,Skincare Essential 0513,Skincare,25.19,7.2,634,8948.8,15,5378.99,3569.8099999999995,0.3989149383157518
P00390,Skincare Essential 0390,Skincare,34.36,14.38,523,8875.28,18,5340.21,3535.0700000000006,0.3983051802309336
P00256,Makeup Essential 0256,Makeup,37.75,27.88,274,8580.39,33,4728.99,3851.3999999999996,0.4488607161212952
P00602,Skincare Essential 0602,Skincare,27.63,13.44,479,8528.34,19,5228.71,3299.63,0.38690178862474994
P00104,Feminine Care Essential 0104,Feminine Care,31.52,37.37,294,8436.03,31,6002.7300000000005,2433.3,0.28844136400652914
P00283,Hair Care Essential 0283,Hair Care,28.44,50.95,273,8394.92,33,5592.93,2801.99,0.3337720907405907
P00464,Fashion Accessories Essential 0464,Fashion Accessories,34.75,52.73,197,8388.85,46,4373.05,4015.8,0.4787068549324401
P00406,Feminine Care Essential 0406,Feminine Care,49.59,56.68,105,8337.66,84,5798.9,2538.76,0.30449310717875283
P00417,Makeup Essential 0417,Makeup,30.11,25.06,228,8222.71,39,4606.68,3616.029999999999,0.4397613438878422
P00109,Makeup Essential 0109,Makeup,31.49,23.0,288,8104.96,30,4543.32,3561.6400000000003,0.43943955306380295
P00056,Feminine Care Essential 0056,Feminine Care,37.2,40.92,195,8080.45,44,5676.44,2404.01,0.29750942088621307
P00143,Makeup Essential 0143,Makeup,27.6,17.73,495,7956.29,17,4432.099999999999,3524.1900000000005,0.44294388464975515
P00618,Hair Care Essential 0618,Hair Care,36.76,54.08,166,7735.08,50,5117.11,2617.9700000000003,0.33845415949156316
P00527,Fashion Accessories Essential 0527,Fashion Accessories,13.51,26.31,601,7674.6900000000005,14,3963.68,3711.0100000000007,0.4835387487963684
P00224,Feminine Care Essential 0224,Feminine Care,37.51,41.32,182,7616.19,45,5420.68,2195.5099999999993,0.28826880631917
P00321,Makeup Essential 0321,Makeup,16.9,16.95,545,7424.82,15,4241.99,3182.83,0.42867436516979535
P00241,Skincare Essential 0241,Skincare,36.62,25.64,181,7408.3,44,4552.73,2855.5700000000006,0.38545550261193534
P00560,Feminine Care Essential 0560,Feminine Care,44.64,45.91,127,7216.33,61,5098.43,2117.8999999999996,0.29348713265607307
P00087,Skincare Essential 0087,Skincare,34.38,25.43,256,7192.22,30,4399.48,2792.7400000000007,0.3883001354241111
P00151,Hair Care Essential 0151,Hair Care,19.96,36.09,328,7112.37,23,4664.05,2448.3199999999997,0.3442340598140985
P00772,Feminine Care Essential 0772,Feminine Care,44.99,47.17,135,7081.07,56,4948.68,2132.3899999999994,0.3011395170503892
P00774,Feminine Care Essential 0774,Feminine Care,18.86,39.42,322,6937.35,23,4836.7699999999995,2100.580000000001,0.30279285317880755
P00515,Makeup Essential 0515,Makeup,50.94,32.84,164,6758.07,44,3748.54,3009.5299999999997,0.4453238868493519
P00624,Feminine Care Essential 0624,Feminine Care,35.16,36.7,248,6744.93,29,4746.59,1998.3400000000001,0.2962729042406667
P00645,Hair Care Essential 0645,Hair Care,27.17,46.54,274,6733.69,26,4427.56,2306.129999999999,0.34247641337810314
P00712,Hair Care Essential 0712,Hair Care,22.71,32.14,441,6568.01,16,4356.04,2211.9700000000003,0.33677932889870754
P00798,Hair Care Essential 0798,Hair Care,17.72,33.32,342,6392.27,20,4238.07,2154.2000000000007,0.33700078375913417
P00155,Makeup Essential 0155,Makeup,24.88,17.3,292,6226.7300000000005,23,3506.01,2720.7200000000003,0.43694202253831466
P00079,Feminine Care Essential 0079,Feminine Care,28.82,38.55,193,6125.54,34,4334.98,1790.5600000000004,0.29231055547755797
P00011,Makeup Essential 0011,Makeup,33.22,20.17,186,6069.98,35,3382.66,2687.3199999999997,0.4427230402736088
P00756,Makeup Essential 0756,Makeup,16.19,5.15,309,6041.91,21,3407.6,2634.31,0.4360061636138241
P00460,Skincare Essential 0460,Skincare,21.37,12.03,457,6038.91,14,3614.23,2424.68,0.40150954394087673
P00184,Skincare Essential 0184,Skincare,16.41,11.89,480,6006.29,13,3613.96,2392.33,0.39830411119010234
P00547,Skincare Essential 0547,Skincare,30.57,15.92,318,5947.77,20,3662.02,2285.7500000000005,0.3843036970158564
P00316,Makeup Essential 0316,Makeup,9.36,10.05,305,5789.49,20,3203.35,2586.14,0.4466956502213494
P00475,Makeup Essential 0475,Makeup,40.62,28.81,154,5724.39,40,3214.07,2510.32,0.43853056832256365
P00484,Hair Care Essential 0484,Hair Care,23.41,46.1,197,5668.21,31,3808.03,1860.1799999999998,0.3281776786675158
P00751,Feminine Care Essential 0751,Feminine Care,48.73,49.38,101,5596.11,59,3943.64,1652.4699999999998,0.295289049000109
P00510,Feminine Care Essential 0510,Feminine Care,43.11,41.02,199,5023.58,27,3544.49,1479.0900000000001,0.29442947061657226
P00737,Feminine Care Essential 0737,Feminine Care,16.64,33.66,246,4610.94,20,3258.12,1352.8199999999997,0.2933935379770719
P00778,Makeup Essential 0778,Makeup,31.94,23.01,134,4349.01,34,2358.69,1990.3200000000002,0.45764898218215183
P00669,Hair Care Essential 0669,Hair Care,23.54,45.67,287,4302.03,16,2828.68,1473.35,0.3424778534784741
P00076,Feminine Care Essential 0076,Feminine Care,34.16,37.11,218,4113.7,20,2884.4900000000002,1229.2099999999996,0.29880885820550834
P00672,Makeup Essential 0672,Makeup,21.76,12.81,313,4099.98,14,2285.38,1814.5999999999995,0.44258752481719416
P00412,Makeup Essential 0412,Makeup,30.11,19.9,152,3869.7,27,2141.33,1728.37,0.44664185854200583
P00427,Makeup Essential 0427,Makeup,20.98,13.45,239,3775.06,17,2094.12,1680.94,0.44527504198608764
P00750,Wellness Essential 0750,Wellness,19.07,36.18,326,3728.71,12,2158.17,1570.54,0.4212019706547304
P00715,Makeup Essential 0715,Makeup,19.86,13.71,157,3503.11,24,1928.1100000000001,1575.0,0.4496004978433449
P00563,Hair Care Essential 0563,Hair Care,21.33,38.56,132,3322.38,27,2184.18,1138.2000000000003,0.3425857367308978
P00180,Wellness Essential 0180,Wellness,9.95,32.17,332,2744.43,9,1640.3,1104.1299999999999,0.40231669235506096
P00617,Feminine Care Essential 0617,Feminine Care,25.23,31.77,143,1747.74,13,1218.53,529.21,0.30279675466602585
